ROTA,origem,destino,distancia_km,distancia_texto
BOCAIÚVA/MG:RIO DE JANEIRO/RJ,BOCAIÚVA/MG,RIO DE JANEIRO/RJ,806.296,806 km
SERRA DOS AIMORÉS/MG:BETIM/MG,SERRA DOS AIMORÉS/MG,BETIM/MG,642.886,643 km
PARACATU/MG:BETIM/MG,PARACATU/MG,BETIM/MG,509.442,509 km
RIO DE JANEIRO/RJ:JUIZ DE FORA/MG,RIO DE JANEIRO/RJ,JUIZ DE FORA/MG,183.173,183 km
VÁRZEA GRANDE/MT:SANTA BÁRBARA D'OESTE/SP,VÁRZEA GRANDE/MT,SANTA BÁRBARA D'OESTE/SP,1423.62,1.424 km
MANHUAÇU/MG:SÃO PAULO/SP,MANHUAÇU/MG,SÃO PAULO/SP,747.326,747 km
ITAPEVA/MG:RIO DE JANEIRO/RJ,ITAPEVA/MG,RIO DE JANEIRO/RJ,492.373,492 km
ITURAMA/MG:RIO DE JANEIRO/RJ,ITURAMA/MG,RIO DE JANEIRO/RJ,1037.315,1.037 km
ITATIAIUÇU/MG:UBERLÂNDIA/MG,ITATIAIUÇU/MG,UBERLÂNDIA/MG,505.354,505 km
JACUÍ/MG:UBERLÂNDIA/MG,JACUÍ/MG,UBERLÂNDIA/MG,345.287,345 km
SÃO ROQUE DE MINAS/MG:BELO HORIZONTE/MG,SÃO ROQUE DE MINAS/MG,BELO HORIZONTE/MG,326.565,327 km
BETIM/MG:BELO ORIENTE/MG,BETIM/MG,BELO ORIENTE/MG,283.523,284 km
ITAPETININGA/SP:SÃO PAULO/SP,ITAPETININGA/SP,SÃO PAULO/SP,170.048,170 km
SERRA DOS AIMORÉS/MG:RIO DE JANEIRO/RJ,SERRA DOS AIMORÉS/MG,RIO DE JANEIRO/RJ,885.017,885 km
MACHADO/MG:SÃO PAULO/SP,MACHADO/MG,SÃO PAULO/SP,282.051,282 km
LAMBARI/MG:IGARAPÉ/MG,LAMBARI/MG,IGARAPÉ/MG,304.549,305 km
ARAXÁ/MG:BELO HORIZONTE/MG,ARAXÁ/MG,BELO HORIZONTE/MG,370.154,370 km
RIO DE JANEIRO/RJ:SÃO PAULO/SP,RIO DE JANEIRO/RJ,SÃO PAULO/SP,434.509,435 km
VESPASIANO/MG:SÃO PAULO/SP,VESPASIANO/MG,SÃO PAULO/SP,609.76,610 km
ALMENARA/MG:IGARAPÉ/MG,ALMENARA/MG,IGARAPÉ/MG,804.281,804 km
BETIM/MG:JANAÚBA/MG,BETIM/MG,JANAÚBA/MG,564.564,565 km
DIVINÓPOLIS/MG:SÃO PAULO/SP,DIVINÓPOLIS/MG,SÃO PAULO/SP,511.514,512 km
SERRA/ES:SÃO PAULO/SP,SERRA/ES,SÃO PAULO/SP,959.67,960 km
MAR DE ESPANHA/MG:RIO DE JANEIRO/RJ,MAR DE ESPANHA/MG,RIO DE JANEIRO/RJ,180.161,180 km
BRAGANÇA/PA:BELÉM/PA,BRAGANÇA/PA,BELÉM/PA,214.401,214 km
SETE LAGOAS/MG:RIO DE JANEIRO/RJ,SETE LAGOAS/MG,RIO DE JANEIRO/RJ,506.035,506 km
PIRAPORA/MG:SÃO PAULO/SP,PIRAPORA/MG,SÃO PAULO/SP,904.943,905 km
MONTE ALEGRE DE MINAS/MG:RIO DE JANEIRO/RJ,MONTE ALEGRE DE MINAS/MG,RIO DE JANEIRO/RJ,1060.779,1.061 km
UNAÍ/MG:UBERLÂNDIA/MG,UNAÍ/MG,UBERLÂNDIA/MG,408.889,409 km
ARAPORÃ/MG:RIO DE JANEIRO/RJ,ARAPORÃ/MG,RIO DE JANEIRO/RJ,1118.448,1.118 km
MONTE ALEGRE DE MINAS/MG:IGARAPÉ/MG,MONTE ALEGRE DE MINAS/MG,IGARAPÉ/MG,586.761,587 km
CONSELHEIRO PENA/MG:SÃO PAULO/SP,CONSELHEIRO PENA/MG,SÃO PAULO/SP,980.554,981 km
PARANAVAÍ/PR:SÃO PAULO/SP,PARANAVAÍ/PR,SÃO PAULO/SP,718.893,719 km
JABOTICATUBAS/MG:RIO DE JANEIRO/RJ,JABOTICATUBAS/MG,RIO DE JANEIRO/RJ,506.638,507 km
SANTA MARIA/RS:SÃO PAULO/SP,SANTA MARIA/RS,SÃO PAULO/SP,1263.997,1.264 km
FORMIGA/MG:BETIM/MG,FORMIGA/MG,BETIM/MG,165.615,166 km
IGARAPÉ/MG:GOVERNADOR VALADARES/MG,IGARAPÉ/MG,GOVERNADOR VALADARES/MG,359.057,359 km
CAMPANHA/MG:RIO DE JANEIRO/RJ,CAMPANHA/MG,RIO DE JANEIRO/RJ,349.875,350 km
PARACATU/MG:BELO HORIZONTE/MG,PARACATU/MG,BELO HORIZONTE/MG,506.923,507 km
IGARAPÉ/MG:SÃO PAULO/SP,IGARAPÉ/MG,SÃO PAULO/SP,537.946,538 km
ARCOS/MG:BETIM/MG,ARCOS/MG,BETIM/MG,182.465,182 km
BETIM/MG:MURIAÉ/MG,BETIM/MG,MURIAÉ/MG,333.572,334 km
PIEDADE/SP:SÃO PAULO/SP,PIEDADE/SP,SÃO PAULO/SP,136.387,136 km
FORTALEZA/CE:SÃO BERNARDO DO CAMPO/SP,FORTALEZA/CE,SÃO BERNARDO DO CAMPO/SP,3106.098,3.106 km
TEÓFILO OTONI/MG:BETIM/MG,TEÓFILO OTONI/MG,BETIM/MG,470.917,471 km
GOIÂNIA/GO:SÃO BERNARDO DO CAMPO/SP,GOIÂNIA/GO,SÃO BERNARDO DO CAMPO/SP,922.64,923 km
PONTE NOVA/MG:SUZANO/SP,PONTE NOVA/MG,SUZANO/SP,668.164,668 km
EXTREMA/MG:BELO HORIZONTE/MG,EXTREMA/MG,BELO HORIZONTE/MG,483.795,484 km
FRUTAL/MG:IGARAPÉ/MG,FRUTAL/MG,IGARAPÉ/MG,582.785,583 km
PARAISÓPOLIS/MG:SÃO PAULO/SP,PARAISÓPOLIS/MG,SÃO PAULO/SP,194.092,194 km
CONTAGEM/MG:SUZANO/SP,CONTAGEM/MG,SUZANO/SP,599.15,599 km
LEOPOLDINA/MG:UBERLÂNDIA/MG,LEOPOLDINA/MG,UBERLÂNDIA/MG,854.365,854 km
JUIZ DE FORA/MG:SÃO PAULO/SP,JUIZ DE FORA/MG,SÃO PAULO/SP,498.26,498 km
MEDEIROS NETO/BA:BETIM/MG,MEDEIROS NETO/BA,BETIM/MG,707.88,708 km
PARAGUAÇU PAULISTA/SP:SÃO PAULO/SP,PARAGUAÇU PAULISTA/SP,SÃO PAULO/SP,468.39,468 km
CORONEL FABRICIANO/MG:IGARAPÉ/MG,CORONEL FABRICIANO/MG,IGARAPÉ/MG,239.173,239 km
TRÊS MARIAS/MG:RIO DE JANEIRO/RJ,TRÊS MARIAS/MG,RIO DE JANEIRO/RJ,699.768,700 km
SÃO PAULO/SP:LONDRINA/PR,SÃO PAULO/SP,LONDRINA/PR,536.237,536 km
OURO FINO/MG:SÃO PAULO/SP,OURO FINO/MG,SÃO PAULO/SP,226.106,226 km
ITAJUBÁ/MG:BETIM/MG,ITAJUBÁ/MG,BETIM/MG,414.539,415 km
CAMPO BELO/MG:SÃO PAULO/SP,CAMPO BELO/MG,SÃO PAULO/SP,406.516,407 km
LAGOA FORMOSA/MG:BETIM/MG,LAGOA FORMOSA/MG,BETIM/MG,345.09,345 km
SARZEDO/MG:RIO DE JANEIRO/RJ,SARZEDO/MG,RIO DE JANEIRO/RJ,457.204,457 km
CAMPO FLORIDO/MG:IGARAPÉ/MG,CAMPO FLORIDO/MG,IGARAPÉ/MG,527.749,528 km
ARINOS/MG:UBERLÂNDIA/MG,ARINOS/MG,UBERLÂNDIA/MG,553.144,553 km
TIMÓTEO/MG:UBERLÂNDIA/MG,TIMÓTEO/MG,UBERLÂNDIA/MG,734.249,734 km
PONTA GROSSA/PR:SÃO PAULO/SP,PONTA GROSSA/PR,SÃO PAULO/SP,515.749,516 km
RIO DE JANEIRO/RJ:CAMPOS GERAIS/MG,RIO DE JANEIRO/RJ,CAMPOS GERAIS/MG,476.586,477 km
VARGINHA/MG:SÃO PAULO/SP,VARGINHA/MG,SÃO PAULO/SP,317.659,318 km
BELO HORIZONTE/MG:SÃO PAULO/SP,BELO HORIZONTE/MG,SÃO PAULO/SP,583.882,584 km
DIAMANTINA/MG:SÃO PAULO/SP,DIAMANTINA/MG,SÃO PAULO/SP,852.637,853 km
ANDRADAS/MG:IGARAPÉ/MG,ANDRADAS/MG,IGARAPÉ/MG,437.037,437 km
PASSA QUATRO/MG:IGARAPÉ/MG,PASSA QUATRO/MG,IGARAPÉ/MG,389.849,390 km
CARATINGA/MG:IGARAPÉ/MG,CARATINGA/MG,IGARAPÉ/MG,339.398,339 km
RIO DE JANEIRO/RJ:MURIAÉ/MG,RIO DE JANEIRO/RJ,MURIAÉ/MG,299.293,299 km
NOVA SERRANA/MG:RIO DE JANEIRO/RJ,NOVA SERRANA/MG,RIO DE JANEIRO/RJ,553.742,554 km
BARUERI/SP:SÃO PAULO/SP,BARUERI/SP,SÃO PAULO/SP,31.649,"31,6 km"
CORINTO/MG:SÃO PAULO/SP,CORINTO/MG,SÃO PAULO/SP,770.166,770 km
SANTANA DO PARAÍSO/MG:RIO DE JANEIRO/RJ,SANTANA DO PARAÍSO/MG,RIO DE JANEIRO/RJ,581.844,582 km
TEIXEIRA DE FREITAS/BA:SÃO PAULO/SP,TEIXEIRA DE FREITAS/BA,SÃO PAULO/SP,1286.134,1.286 km
JOÃO MONLEVADE/MG:BETIM/MG,JOÃO MONLEVADE/MG,BETIM/MG,143.785,144 km
UNAÍ/MG:RIO DE JANEIRO/RJ,UNAÍ/MG,RIO DE JANEIRO/RJ,1032.974,1.033 km
SANTA LUZIA/MG:CAÇAPAVA/SP,SANTA LUZIA/MG,CAÇAPAVA/SP,544.456,544 km
DIVINÓPOLIS/MG:BELO HORIZONTE/MG,DIVINÓPOLIS/MG,BELO HORIZONTE/MG,124.32,124 km
UBERABA/MG:BETIM/MG,UBERABA/MG,BETIM/MG,446.328,446 km
SANTA LUZIA/MG:SÃO PAULO/SP,SANTA LUZIA/MG,SÃO PAULO/SP,598.455,598 km
MARÍLIA/SP:SÃO PAULO/SP,MARÍLIA/SP,SÃO PAULO/SP,445.561,446 km
CABREÚVA/SP:SÃO PAULO/SP,CABREÚVA/SP,SÃO PAULO/SP,88.64,"88,6 km"
SALTO DE PIRAPORA/SP:SÃO PAULO/SP,SALTO DE PIRAPORA/SP,SÃO PAULO/SP,124.442,124 km
DIAMANTINA/MG:UBERLÂNDIA/MG,DIAMANTINA/MG,UBERLÂNDIA/MG,655.455,655 km
GOVERNADOR VALADARES/MG:BELO HORIZONTE/MG,GOVERNADOR VALADARES/MG,BELO HORIZONTE/MG,313.978,314 km
GUAPÉ/MG:BETIM/MG,GUAPÉ/MG,BETIM/MG,258.814,259 km
RIO DE JANEIRO/RJ:ALFREDO VASCONCELOS/MG,RIO DE JANEIRO/RJ,ALFREDO VASCONCELOS/MG,281.399,281 km
FLÓRIDA PAULISTA/SP:SÃO PAULO/SP,FLÓRIDA PAULISTA/SP,SÃO PAULO/SP,608.359,608 km
MARIANA/MG:CAÇAPAVA/SP,MARIANA/MG,CAÇAPAVA/SP,526.83,527 km
ITAPECERICA DA SERRA/SP:SOROCABA/SP,ITAPECERICA DA SERRA/SP,SOROCABA/SP,107.07,107 km
DUQUE DE CAXIAS/RJ:MACAÉ/RJ,DUQUE DE CAXIAS/RJ,MACAÉ/RJ,201.743,202 km
FARTURA/SP:SÃO PAULO/SP,FARTURA/SP,SÃO PAULO/SP,362.276,362 km
SÃO JOSÉ/SC:UBERLÂNDIA/MG,SÃO JOSÉ/SC,UBERLÂNDIA/MG,1251.295,1.251 km
CONTAGEM/MG:SANTO ANTÔNIO DO GRAMA/MG,CONTAGEM/MG,SANTO ANTÔNIO DO GRAMA/MG,224.132,224 km
OURO PRETO/MG:UBERLÂNDIA/MG,OURO PRETO/MG,UBERLÂNDIA/MG,627.529,628 km
SALVADOR/BA:JUAZEIRO DO NORTE/CE,SALVADOR/BA,JUAZEIRO DO NORTE/CE,,
BETIM/MG:VALINHOS/SP,BETIM/MG,VALINHOS/SP,545.225,545 km
ITANHANDU/MG:BELO HORIZONTE/MG,ITANHANDU/MG,BELO HORIZONTE/MG,424.132,424 km
BETIM/MG:CAÇAPAVA/SP,BETIM/MG,CAÇAPAVA/SP,500.552,501 km
CONTAGEM/MG:AÇUCENA/MG,CONTAGEM/MG,AÇUCENA/MG,287.002,287 km
ANHEMBI/SP:SÃO PAULO/SP,ANHEMBI/SP,SÃO PAULO/SP,231.009,231 km
VÁRZEA DA PALMA/MG:IGARAPÉ/MG,VÁRZEA DA PALMA/MG,IGARAPÉ/MG,325.755,326 km
BELO HORIZONTE/MG:TERESINA/PI,BELO HORIZONTE/MG,TERESINA/PI,2066.379,2.066 km
FRANCISCO SÁ/MG:FRANCISCO SÁ/MG,FRANCISCO SÁ/MG,FRANCISCO SÁ/MG,0.0,1 m
SANTA AMÉLIA/PR:SÃO PAULO/SP,SANTA AMÉLIA/PR,SÃO PAULO/SP,465.318,465 km
SÃO PAULO/SP:SERRA DO SALITRE/MG,SÃO PAULO/SP,SERRA DO SALITRE/MG,643.171,643 km
MURIAÉ/MG:SUZANO/SP,MURIAÉ/MG,SUZANO/SP,603.951,604 km
RIO DE JANEIRO/RJ:ITUIUTABA/MG,RIO DE JANEIRO/RJ,ITUIUTABA/MG,1091.768,1.092 km
SÃO BERNARDO DO CAMPO/SP:BETIM/MG,SÃO BERNARDO DO CAMPO/SP,BETIM/MG,570.989,571 km
IGARAPÉ/MG:CAÇAPAVA/SP,IGARAPÉ/MG,CAÇAPAVA/SP,483.947,484 km
ITAPEVA/MG:BELO HORIZONTE/MG,ITAPEVA/MG,BELO HORIZONTE/MG,460.029,460 km
FRANCISCO SÁ/MG:IGARAPÉ/MG,FRANCISCO SÁ/MG,IGARAPÉ/MG,492.134,492 km
JAGUAPITÃ/PR:SÃO PAULO/SP,JAGUAPITÃ/PR,SÃO PAULO/SP,603.425,603 km
ASTOLFO DUTRA/MG:IGARAPÉ/MG,ASTOLFO DUTRA/MG,IGARAPÉ/MG,324.339,324 km
RECIFE/PE:MARINGÁ/PR,RECIFE/PE,MARINGÁ/PR,2996.048,2.996 km
UBÁ/MG:UBÁ/MG,UBÁ/MG,UBÁ/MG,0.0,1 m
JAÍBA/MG:IGARAPÉ/MG,JAÍBA/MG,IGARAPÉ/MG,646.154,646 km
SÃO PAULO/SP:PRESIDENTE PRUDENTE/SP,SÃO PAULO/SP,PRESIDENTE PRUDENTE/SP,556.127,556 km
BELO HORIZONTE/MG:PATOS DE MINAS/MG,BELO HORIZONTE/MG,PATOS DE MINAS/MG,397.451,397 km
GUARULHOS/SP:BETIM/MG,GUARULHOS/SP,BETIM/MG,540.602,541 km
GOIÂNIA/GO:GUARULHOS/SP,GOIÂNIA/GO,GUARULHOS/SP,915.437,915 km
SÃO SEBASTIÃO DO OESTE/MG:IGARAPÉ/MG,SÃO SEBASTIÃO DO OESTE/MG,IGARAPÉ/MG,124.905,125 km
SÃO BERNARDO DO CAMPO/SP:TERESINA/PI,SÃO BERNARDO DO CAMPO/SP,TERESINA/PI,2671.439,2.671 km
SÃO ROMÃO/MG:IGARAPÉ/MG,SÃO ROMÃO/MG,IGARAPÉ/MG,517.025,517 km
BRAZÓPOLIS/MG:IGARAPÉ/MG,BRAZÓPOLIS/MG,IGARAPÉ/MG,402.613,403 km
CONTAGEM/MG:VAZANTE/MG,CONTAGEM/MG,VAZANTE/MG,492.455,492 km
NOVO HORIZONTE/SP:SÃO PAULO/SP,NOVO HORIZONTE/SP,SÃO PAULO/SP,405.652,406 km
BARBACENA/MG:CAÇAPAVA/SP,BARBACENA/MG,CAÇAPAVA/SP,430.507,431 km
SÃO PAULO/SP:JOAQUIM TÁVORA/PR,SÃO PAULO/SP,JOAQUIM TÁVORA/PR,412.201,412 km
CARATINGA/MG:BELO HORIZONTE/MG,CARATINGA/MG,BELO HORIZONTE/MG,296.955,297 km
CONTAGEM/MG:CARANGOLA/MG,CONTAGEM/MG,CARANGOLA/MG,342.549,343 km
SÃO LEOPOLDO/RS:SÃO PAULO/SP,SÃO LEOPOLDO/RS,SÃO PAULO/SP,1148.549,1.149 km
SANTA VITÓRIA/MG:IGARAPÉ/MG,SANTA VITÓRIA/MG,IGARAPÉ/MG,726.3,726 km
LINHARES/ES:SÃO PAULO/SP,LINHARES/ES,SÃO PAULO/SP,1062.121,1.062 km
BILAC/SP:SÃO PAULO/SP,BILAC/SP,SÃO PAULO/SP,524.074,524 km
BLUMENAU/SC:FLORIANÓPOLIS/SC,BLUMENAU/SC,FLORIANÓPOLIS/SC,157.816,158 km
TOLEDO/MG:SÃO PAULO/SP,TOLEDO/MG,SÃO PAULO/SP,130.781,131 km
PEDERNEIRAS/SP:SÃO PAULO/SP,PEDERNEIRAS/SP,SÃO PAULO/SP,322.949,323 km
NANUQUE/MG:IGARAPÉ/MG,NANUQUE/MG,IGARAPÉ/MG,645.501,646 km
OURINHOS/SP:DOURADOS/MS,OURINHOS/SP,DOURADOS/MS,643.081,643 km
MACHADO/MG:IGARAPÉ/MG,MACHADO/MG,IGARAPÉ/MG,331.837,332 km
MATEUS LEME/MG:BELO HORIZONTE/MG,MATEUS LEME/MG,BELO HORIZONTE/MG,59.494,"59,5 km"
PARANAPANEMA/SP:SÃO PAULO/SP,PARANAPANEMA/SP,SÃO PAULO/SP,263.501,264 km
FOZ DO IGUAÇU/PR:SÃO PAULO/SP,FOZ DO IGUAÇU/PR,SÃO PAULO/SP,1042.074,1.042 km
ITUPEVA/SP:SÃO PAULO/SP,ITUPEVA/SP,SÃO PAULO/SP,73.511,"73,5 km"
LAGOA SANTA/MG:SÃO PAULO/SP,LAGOA SANTA/MG,SÃO PAULO/SP,617.346,617 km
DUARTINA/SP:SÃO PAULO/SP,DUARTINA/SP,SÃO PAULO/SP,367.966,368 km
FRANCO DA ROCHA/SP:SÃO PAULO/SP,FRANCO DA ROCHA/SP,SÃO PAULO/SP,41.491,"41,5 km"
SÃO MIGUEL DO IGUAÇU/PR:SÃO PAULO/SP,SÃO MIGUEL DO IGUAÇU/PR,SÃO PAULO/SP,1001.007,1.001 km
OSÓRIO/RS:SÃO PAULO/SP,OSÓRIO/RS,SÃO PAULO/SP,1027.78,1.028 km
TORRES/RS:SUZANO/SP,TORRES/RS,SUZANO/SP,1004.082,1.004 km
CONCEIÇÃO DO MATO DENTRO/MG:SUZANO/SP,CONCEIÇÃO DO MATO DENTRO/MG,SUZANO/SP,771.616,772 km
POÇOS DE CALDAS/MG:IGARAPÉ/MG,POÇOS DE CALDAS/MG,IGARAPÉ/MG,402.064,402 km
ALPINÓPOLIS/MG:IGARAPÉ/MG,ALPINÓPOLIS/MG,IGARAPÉ/MG,323.838,324 km
TRÊS MARIAS/MG:SUZANO/SP,TRÊS MARIAS/MG,SUZANO/SP,854.334,854 km
VENTANIA/PR:SÃO PAULO/SP,VENTANIA/PR,SÃO PAULO/SP,476.376,476 km
PEDRO LEOPOLDO/MG:CAÇAPAVA/SP,PEDRO LEOPOLDO/MG,CAÇAPAVA/SP,568.128,568 km
MARAVILHA/SC:SÃO PAULO/SP,MARAVILHA/SC,SÃO PAULO/SP,940.017,940 km
SÃO PAULO/SP:INDAIATUBA/SP,SÃO PAULO/SP,INDAIATUBA/SP,103.981,104 km
BELO HORIZONTE/MG:ITABIRA/MG,BELO HORIZONTE/MG,ITABIRA/MG,106.687,107 km
VITÓRIA/ES:SÃO PAULO/SP,VITÓRIA/ES,SÃO PAULO/SP,947.616,948 km
TOCANTINS/MG:CAÇAPAVA/SP,TOCANTINS/MG,CAÇAPAVA/SP,450.456,450 km
JOÃO MONLEVADE/MG:SÃO PAULO/SP,JOÃO MONLEVADE/MG,SÃO PAULO/SP,696.639,697 km
ABAETÉ/MG:RIO DE JANEIRO/RJ,ABAETÉ/MG,RIO DE JANEIRO/RJ,642.237,642 km
IGARAPÉ/MG:PONTE NOVA/MG,IGARAPÉ/MG,PONTE NOVA/MG,218.64,219 km
LAGOA DA PRATA/MG:BELO HORIZONTE/MG,LAGOA DA PRATA/MG,BELO HORIZONTE/MG,203.682,204 km
OURO PRETO/MG:SÃO JOSÉ DO RIO PRETO/SP,OURO PRETO/MG,SÃO JOSÉ DO RIO PRETO/SP,758.257,758 km
UBÁ/MG:CAÇAPAVA/SP,UBÁ/MG,CAÇAPAVA/SP,463.167,463 km
SÃO PAULO/SP:BRODOWSKI/SP,SÃO PAULO/SP,BRODOWSKI/SP,339.06,339 km
PARAISÓPOLIS/MG:IGARAPÉ/MG,PARAISÓPOLIS/MG,IGARAPÉ/MG,388.383,388 km
CAMPO LIMPO PAULISTA/SP:SÃO PAULO/SP,CAMPO LIMPO PAULISTA/SP,SÃO PAULO/SP,61.515,"61,5 km"
BRASÍLIA/DF:MONTES CLAROS/MG,BRASÍLIA/DF,MONTES CLAROS/MG,584.505,585 km
ITAPECERICA/MG:CAÇAPAVA/SP,ITAPECERICA/MG,CAÇAPAVA/SP,444.381,444 km
CAÇAPAVA/SP:SÃO PAULO/SP,CAÇAPAVA/SP,SÃO PAULO/SP,112.787,113 km
IGARAPÉ/MG:SUZANO/SP,IGARAPÉ/MG,SUZANO/SP,564.523,565 km
TERRA ROXA/SP:SÃO PAULO/SP,TERRA ROXA/SP,SÃO PAULO/SP,407.727,408 km
PARISI/SP:SÃO PAULO/SP,PARISI/SP,SÃO PAULO/SP,534.682,535 km
GASPAR/SC:CONTAGEM/MG,GASPAR/SC,CONTAGEM/MG,1197.02,1.197 km
NOVA IGUAÇU/RJ:SÃO PAULO/SP,NOVA IGUAÇU/RJ,SÃO PAULO/SP,409.467,409 km
SANTA LUZIA/MG:IGARAPÉ/MG,SANTA LUZIA/MG,IGARAPÉ/MG,61.826,"61,8 km"
RECIFE/PE:CASTELO/ES,RECIFE/PE,CASTELO/ES,1976.754,1.977 km
MARIANA/MG:BELO HORIZONTE/MG,MARIANA/MG,BELO HORIZONTE/MG,114.976,115 km
PONTE NOVA/MG:IGARAPÉ/MG,PONTE NOVA/MG,IGARAPÉ/MG,222.96,223 km
CATAGUASES/MG:SUZANO/SP,CATAGUASES/MG,SUZANO/SP,561.573,562 km
OURO PRETO/MG:MARIANA/MG,OURO PRETO/MG,MARIANA/MG,14.56,"14,6 km"
OLIVEIRA/MG:CAÇAPAVA/SP,OLIVEIRA/MG,CAÇAPAVA/SP,388.462,388 km
SINOP/MT:BELÉM/PA,SINOP/MT,BELÉM/PA,2002.818,2.003 km
PALMITAL/SP:SÃO PAULO/SP,PALMITAL/SP,SÃO PAULO/SP,414.261,414 km
SUZANO/SP:MANHUAÇU/MG,SUZANO/SP,MANHUAÇU/MG,729.899,730 km
ITAÚNA/MG:SÃO PAULO/SP,ITAÚNA/MG,SÃO PAULO/SP,544.273,544 km
GUARULHOS/SP:FORTALEZA/CE,GUARULHOS/SP,FORTALEZA/CE,3101.552,3.102 km
RINCÃO/SP:SÃO PAULO/SP,RINCÃO/SP,SÃO PAULO/SP,295.298,295 km
EUNÁPOLIS/BA:SALVADOR/BA,EUNÁPOLIS/BA,SALVADOR/BA,,
JOÃO PESSOA/PB:MONTES CLAROS/MG,JOÃO PESSOA/PB,MONTES CLAROS/MG,1789.77,1.790 km
IGARAPÉ/MG:JOÃO MONLEVADE/MG,IGARAPÉ/MG,JOÃO MONLEVADE/MG,159.29,159 km
PATROCÍNIO/MG:TRÊS PONTAS/MG,PATROCÍNIO/MG,TRÊS PONTAS/MG,444.186,444 km
JOINVILLE/SC:BELO HORIZONTE/MG,JOINVILLE/SC,BELO HORIZONTE/MG,1109.198,1.109 km
PALMARES PAULISTA/SP:SÃO PAULO/SP,PALMARES PAULISTA/SP,SÃO PAULO/SP,398.214,398 km
JARU/RO:BELO HORIZONTE/MG,JARU/RO,BELO HORIZONTE/MG,2765.205,2.765 km
BELO HORIZONTE/MG:GOVERNADOR VALADARES/MG,BELO HORIZONTE/MG,GOVERNADOR VALADARES/MG,315.176,315 km
IPUÃ/SP:SÃO PAULO/SP,IPUÃ/SP,SÃO PAULO/SP,412.607,413 km
NOVA LIMA/MG:BELO HORIZONTE/MG,NOVA LIMA/MG,BELO HORIZONTE/MG,22.798,"22,8 km"
DIVINO/MG:IGARAPÉ/MG,DIVINO/MG,IGARAPÉ/MG,344.7,345 km
BELO HORIZONTE/MG:AMERICANA/SP,BELO HORIZONTE/MG,AMERICANA/SP,615.544,616 km
ANÁPOLIS/GO:JUAZEIRO DO NORTE/CE,ANÁPOLIS/GO,JUAZEIRO DO NORTE/CE,1978.363,1.978 km
JACIARA/MT:BAURU/SP,JACIARA/MT,BAURU/SP,1105.253,1.105 km
BETIM/MG:SANTA BÁRBARA D'OESTE/SP,BETIM/MG,SANTA BÁRBARA D'OESTE/SP,594.823,595 km
VOTORANTIM/SP:SÃO PAULO/SP,VOTORANTIM/SP,SÃO PAULO/SP,105.132,105 km
VALPARAÍSO DE GOIÁS/GO:PARAÍSO DO TOCANTINS/TO,VALPARAÍSO DE GOIÁS/GO,PARAÍSO DO TOCANTINS/TO,811.287,811 km
SANTA VITÓRIA/MG:SÃO PAULO/SP,SANTA VITÓRIA/MG,SÃO PAULO/SP,736.304,736 km
SEBERI/RS:RONDONÓPOLIS/MT,SEBERI/RS,RONDONÓPOLIS/MT,1501.13,1.501 km
JOÃO MONLEVADE/MG:IGARAPÉ/MG,JOÃO MONLEVADE/MG,IGARAPÉ/MG,158.956,159 km
IGARAPÉ/MG:SÃO GONÇALO DO RIO ABAIXO/MG,IGARAPÉ/MG,SÃO GONÇALO DO RIO ABAIXO/MG,130.836,131 km
BELO HORIZONTE/MG:NAVIRAÍ/MS,BELO HORIZONTE/MG,NAVIRAÍ/MS,1349.044,1.349 km
BAGÉ/RS:SÃO PAULO/SP,BAGÉ/RS,SÃO PAULO/SP,1495.703,1.496 km
RONDONÓPOLIS/MT:VITÓRIA DA CONQUISTA/BA,RONDONÓPOLIS/MT,VITÓRIA DA CONQUISTA/BA,1963.155,1.963 km
LEOPOLDINA/MG:BELO HORIZONTE/MG,LEOPOLDINA/MG,BELO HORIZONTE/MG,328.091,328 km
PATOS DE MINAS/MG:COTIA/SP,PATOS DE MINAS/MG,COTIA/SP,711.377,711 km
MURIAÉ/MG:CAÇAPAVA/SP,MURIAÉ/MG,CAÇAPAVA/SP,506.249,506 km
MARACAJU/MS:BELO HORIZONTE/MG,MARACAJU/MS,BELO HORIZONTE/MG,1394.874,1.395 km
BELO HORIZONTE/MG:LAGOA DA PRATA/MG,BELO HORIZONTE/MG,LAGOA DA PRATA/MG,201.899,202 km
ARANDU/SP:SÃO PAULO/SP,ARANDU/SP,SÃO PAULO/SP,280.458,280 km
CONTAGEM/MG:COLATINA/ES,CONTAGEM/MG,COLATINA/ES,542.592,543 km
BARRA VELHA/SC:SÃO PAULO/SP,BARRA VELHA/SC,SÃO PAULO/SP,562.147,562 km
CRISTAIS/MG:CAÇAPAVA/SP,CRISTAIS/MG,CAÇAPAVA/SP,370.521,371 km
POÇOS DE CALDAS/MG:SUZANO/SP,POÇOS DE CALDAS/MG,SUZANO/SP,300.886,301 km
DIAMANTINA/MG:CAÇAPAVA/SP,DIAMANTINA/MG,CAÇAPAVA/SP,798.638,799 km
PARAISÓPOLIS/MG:GUARULHOS/SP,PARAISÓPOLIS/MG,GUARULHOS/SP,179.37,179 km
BELO HORIZONTE/MG:PIUMHI/MG,BELO HORIZONTE/MG,PIUMHI/MG,257.403,257 km
PATOS DE MINAS/MG:IBIRAIARAS/RS,PATOS DE MINAS/MG,IBIRAIARAS/RS,1598.01,1.598 km
